t,x_x(t) [cube 2],x_y(t) [cube 2],x_z(t) [cube 2],F(t) [cube 2]
18.68024,43.46603,-1420.205,-2.507273E-05,166.8686
18.70024,43.50852,-1423.547,-2.510221E-05,167.0648
18.72024,43.55101,-1426.891,-2.513168E-05,167.261
18.74024,43.5935,-1430.24,-2.516116E-05,167.4572
18.76024,43.63599,-1433.593,-2.519063E-05,167.6533
18.78024,43.67847,-1436.95,-2.522011E-05,167.8495
18.80024,43.72096,-1440.31,-2.524958E-05,168.0457
18.82024,43.76345,-1443.675,-2.527906E-05,168.2419
18.84024,43.80594,-1447.044,-2.530853E-05,168.4381
18.86024,43.84843,-1450.416,-2.533801E-05,168.6342
18.88024,43.89091,-1453.792,-2.536748E-05,168.8304
18.90024,43.9334,-1457.173,-2.539696E-05,169.0266
18.92024,43.97589,-1460.557,-2.542643E-05,169.2228
18.94024,44.01838,-1463.945,-2.545591E-05,169.419
18.96024,44.06087,-1467.337,-2.548538E-05,169.6152
18.98024,44.10336,-1470.733,-2.551486E-05,169.8113
19.00024,44.14584,-1474.133,-2.554433E-05,170.0075
19.02024,44.18833,-1477.537,-2.557381E-05,170.2037
19.04025,44.23082,-1480.944,-2.560328E-05,170.3999
19.06025,44.27331,-1484.356,-2.563275E-05,170.5961
19.08025,44.3158,-1487.771,-2.566223E-05,170.7923
19.10025,44.35828,-1491.191,-2.56917E-05,170.9884
19.12025,44.40077,-1494.615,-2.572118E-05,171.1846
19.14025,44.44326,-1498.042,-2.575065E-05,171.3808
19.16025,44.48575,-1501.473,-2.578013E-05,171.577
19.18025,44.52824,-1504.908,-2.58096E-05,171.7732
19.20025,44.57072,-1508.347,-2.583908E-05,171.9693
19.22025,44.61321,-1511.79,-2.586855E-05,172.1655
19.24025,44.6557,-1515.237,-2.589803E-05,172.3617
19.26025,44.69819,-1518.688,-2.59275E-05,172.5579
19.28025,44.74068,-1522.143,-2.595698E-05,172.7541
19.30025,44.78316,-1525.602,-2.598645E-05,172.9503
19.32025,44.82565,-1529.065,-2.601593E-05,173.1464
19.34025,44.86814,-1532.531,-2.60454E-05,173.3426
19.36025,44.91063,-1536.002,-2.607488E-05,173.5388
19.38025,44.95312,-1539.476,-2.610435E-05,173.735
19.40025,44.99561,-1542.954,-2.613383E-05,173.9312
19.42025,45.03809,-1546.437,-2.61633E-05,174.1273
19.44025,45.08058,-1549.923,-2.619278E-05,174.3235
19.46025,45.12307,-1553.413,-2.622225E-05,174.5197
19.48026,45.16556,-1556.907,-2.625173E-05,174.7159
19.50026,45.20805,-1560.405,-2.62812E-05,174.9121
19.52026,45.25053,-1563.907,-2.631068E-05,175.1083
19.54026,45.29302,-1567.413,-2.634015E-05,175.3045
19.56026,45.33551,-1570.923,-2.636963E-05,175.5006
19.58026,45.378,-1574.436,-2.63991E-05,175.6968
19.60026,45.42049,-1577.954,-2.642858E-05,175.893
19.62026,45.46297,-1581.475,-2.645805E-05,176.0892
19.64026,45.50546,-1585.001,-2.648753E-05,176.2854
19.66026,45.54795,-1588.53,-2.6517E-05,176.4816
19.68026,45.59044,-1592.063,-2.654648E-05,176.6777
19.70026,45.63293,-1595.601,-2.657595E-05,176.8739
19.72026,45.67542,-1599.142,-2.660543E-05,177.0701
19.74026,45.7179,-1602.687,-2.66349E-05,177.2663
19.76026,45.76039,-1606.236,-2.666438E-05,177.4625
19.78026,45.80288,-1609.789,-2.669385E-05,177.6586
19.80026,45.84537,-1613.346,-2.672333E-05,177.8548
19.82026,45.88786,-1616.906,-2.67528E-05,178.051
19.84026,45.93034,-1620.471,-2.678228E-05,178.2472
19.86026,45.97283,-1624.04,-2.681175E-05,178.4434
19.88026,46.01532,-1627.612,-2.684123E-05,178.6396
19.90026,46.05781,-1631.189,-2.68707E-05,178.8358
19.92027,46.1003,-1634.769,-2.690018E-05,179.0319
19.94027,46.14278,-1638.354,-2.692965E-05,179.2281
19.96027,46.18527,-1641.942,-2.695913E-05,179.4243
19.98027,46.22776,-1645.534,-2.69886E-05,179.6205
20.00027,46.27025,-1649.13,-2.701808E-05,179.8167
20.02027,46.31274,-1652.73,-2.704755E-05,180.0129
20.04027,46.35522,-1656.334,-2.707703E-05,180.209
20.06027,46.39771,-1659.942,-2.71065E-05,180.4052
20.08027,46.4402,-1663.554,-2.713597E-05,180.6014
20.10027,46.48269,-1667.169,-2.716545E-05,180.7976
20.12027,46.52518,-1670.789,-2.719492E-05,180.9938
20.14027,46.56767,-1674.412,-2.72244E-05,181.19
20.16027,46.61015,-1678.04,-2.725387E-05,181.3861
20.18027,46.65264,-1681.671,-2.728335E-05,181.5823
20.20027,46.69513,-1685.307,-2.731282E-05,181.7785
20.22027,46.73762,-1688.946,-2.73423E-05,181.9747
20.24027,46.78011,-1692.589,-2.737177E-05,182.1709
20.26027,46.82259,-1696.236,-2.740125E-05,182.3671
20.28027,46.86508,-1699.887,-2.743072E-05,182.5632
20.30027,46.90757,-1703.542,-2.74602E-05,182.7594
20.32027,46.95006,-1707.201,-2.748967E-05,182.9556
20.34027,46.99255,-1710.864,-2.751915E-05,183.1518
20.36028,47.03503,-1714.531,-2.754862E-05,183.348
20.38028,47.07752,-1718.201,-2.75781E-05,183.5442
20.40028,47.12001,-1721.876,-2.760757E-05,183.7404
20.42028,47.1625,-1725.554,-2.763705E-05,183.9365
20.44028,47.20499,-1729.237,-2.766652E-05,184.1327
20.46028,47.24747,-1732.923,-2.7696E-05,184.3289
20.48028,47.28996,-1736.613,-2.772547E-05,184.5251
20.50028,47.33245,-1740.307,-2.775495E-05,184.7213
20.52028,47.37494,-1744.005,-2.778442E-05,184.9175
20.54028,47.41743,-1747.708,-2.78139E-05,185.1136
20.56028,47.45992,-1751.413,-2.784337E-05,185.3098
20.58028,47.5024,-1755.123,-2.787285E-05,185.506
20.60028,47.54489,-1758.837,-2.790232E-05,185.7022
20.62028,47.58738,-1762.555,-2.79318E-05,185.8984
20.64028,47.62987,-1766.276,-2.796127E-05,186.0946
20.66028,47.67236,-1770.002,-2.799075E-05,186.2908
20.68028,47.71484,-1773.732,-2.802022E-05,186.4869
20.70028,47.75733,-1777.465,-2.80497E-05,186.6831
20.72028,47.79982,-1781.202,-2.807917E-05,186.8793
20.74028,47.84231,-1784.943,-2.810865E-05,187.0755
20.76028,47.8848,-1788.689,-2.813812E-05,187.2717
20.78028,47.92728,-1792.438,-2.81676E-05,187.4679
20.80029,47.96977,-1796.191,-2.819707E-05,187.664
20.82029,48.01226,-1799.948,-2.822655E-05,187.8602
20.84029,48.05475,-1803.709,-2.825602E-05,188.0564
20.86029,48.09724,-1807.474,-2.82855E-05,188.2526
20.88029,48.13972,-1811.242,-2.831497E-05,188.4488
20.90029,48.18221,-1815.015,-2.834445E-05,188.645
20.92029,48.2247,-1818.792,-2.837392E-05,188.8412
20.94029,48.26719,-1822.572,-2.84034E-05,189.0373
20.96029,48.30968,-1826.356,-2.843287E-05,189.2335
20.98029,48.35217,-1830.145,-2.846235E-05,189.4297
21.00029,48.39465,-1833.937,-2.849182E-05,189.6259
21.02029,48.43714,-1837.733,-2.85213E-05,189.8221
21.04029,48.47963,-1841.533,-2.855077E-05,190.0183
21.06029,48.52212,-1845.338,-2.858025E-05,190.2144
21.08029,48.56461,-1849.146,-2.860972E-05,190.4106
21.10029,48.60709,-1852.957,-2.86392E-05,190.6068
21.12029,48.64958,-1856.773,-2.866867E-05,190.803
21.14029,48.69207,-1860.593,-2.869814E-05,190.9992
21.16029,48.73456,-1864.417,-2.872762E-05,191.1954
21.18029,48.77705,-1868.244,-2.875709E-05,191.3916
21.20029,48.81953,-1872.076,-2.878657E-05,191.5878
21.22029,48.86202,-1875.911,-2.881604E-05,191.7839
21.2403,48.90451,-1879.751,-2.884552E-05,191.9801
21.2603,48.947,-1883.594,-2.887499E-05,192.1763
21.2803,48.98949,-1887.441,-2.890447E-05,192.3725
21.3003,49.03197,-1891.292,-2.893394E-05,192.5687
21.3203,49.07446,-1895.147,-2.896342E-05,192.7649
21.3403,49.11695,-1899.006,-2.899289E-05,192.961
21.3603,49.15944,-1902.869,-2.902237E-05,193.1572
21.3803,49.20193,-1906.736,-2.905184E-05,193.3534
21.4003,49.24442,-1910.607,-2.908132E-05,193.5496
21.4203,49.2869,-1914.481,-2.911079E-05,193.7458
21.4403,49.32939,-1918.36,-2.914027E-05,193.942
21.4603,49.37188,-1922.243,-2.916974E-05,194.1382
21.4803,49.41437,-1926.129,-2.919922E-05,194.3344
21.5003,49.45686,-1930.02,-2.922869E-05,194.5305
21.5203,49.49934,-1933.914,-2.925817E-05,194.7267
21.5403,49.54183,-1937.812,-2.928764E-05,194.9229
21.5603,49.58432,-1941.714,-2.931712E-05,195.1191
21.5803,49.62681,-1945.62,-2.934659E-05,195.3153
21.6003,49.6693,-1949.53,-2.937607E-05,195.5115
21.6203,49.71178,-1953.444,-2.940554E-05,195.7077
21.6403,49.75427,-1957.362,-2.943502E-05,195.9038
21.66031,49.79676,-1961.284,-2.946449E-05,196.1
21.68031,49.83925,-1965.209,-2.949397E-05,196.2962
21.70031,49.88174,-1969.139,-2.952344E-05,196.4924
21.72031,49.92422,-1973.073,-2.955292E-05,196.6886
21.74031,49.96671,-1977.01,-2.958239E-05,196.8848
21.76031,50.0092,-1980.952,-2.961187E-05,197.0809
21.78031,50.05169,-1984.897,-2.964134E-05,197.2771
21.80031,50.09418,-1988.846,-2.967082E-05,197.4733
21.82031,50.13667,-1992.799,-2.970029E-05,197.6695
21.84031,50.17915,-1996.756,-2.972977E-05,197.8657
21.86031,50.22164,-2000.717,-2.975924E-05,198.0619
21.88031,50.26413,-2004.682,-2.978872E-05,198.2581
21.90031,50.30662,-2008.651,-2.981819E-05,198.4543
21.92031,50.34911,-2012.624,-2.984767E-05,198.6504
21.94031,50.39159,-2016.601,-2.987714E-05,198.8466
21.96031,50.43408,-2020.581,-2.990662E-05,199.0428
21.98031,50.47657,-2024.566,-2.993609E-05,199.239
22.00031,50.51906,-2028.554,-2.996557E-05,199.4352
22.02031,50.56155,-2032.547,-2.999504E-05,199.6314
22.04031,50.60403,-2036.543,-3.002452E-05,199.8276
22.06031,50.64652,-2040.543,-3.005399E-05,200.0237
22.08031,50.68901,-2044.547,-3.008347E-05,200.2199
22.10032,50.7315,-2048.555,-3.011294E-05,200.4161
22.12032,50.77399,-2052.567,-3.014242E-05,200.6123
22.14032,50.81647,-2056.583,-3.017189E-05,200.8085
22.16032,50.85896,-2060.603,-3.020137E-05,201.0047
22.18032,50.90145,-2064.627,-3.023084E-05,201.2009
22.20032,50.94394,-2068.655,-3.026031E-05,201.397
22.22032,50.98643,-2072.686,-3.028979E-05,201.5932
22.24032,51.02892,-2076.722,-3.031926E-05,201.7894
22.26032,51.0714,-2080.761,-3.034874E-05,201.9856
22.28032,51.11389,-2084.805,-3.037821E-05,202.1818
22.30032,51.15638,-2088.852,-3.040769E-05,202.378
22.32032,51.19887,-2092.904,-3.043716E-05,202.5742
22.34032,51.24136,-2096.959,-3.046664E-05,202.7704
22.36032,51.28384,-2101.018,-3.049611E-05,202.9666
22.38032,51.32633,-2105.081,-3.052559E-05,203.1627
22.40032,51.36882,-2109.148,-3.055506E-05,203.3589
22.42032,51.41131,-2113.219,-3.058454E-05,203.5551
22.44032,51.4538,-2117.293,-3.061401E-05,203.7513
22.46032,51.49628,-2121.372,-3.064349E-05,203.9475
22.48032,51.53877,-2125.455,-3.067296E-05,204.1437
22.50032,51.58126,-2129.541,-3.070244E-05,204.3399
22.52032,51.62375,-2133.632,-3.073191E-05,204.536
22.54033,51.66624,-2137.726,-3.076139E-05,204.7322
22.56033,51.70872,-2141.825,-3.079086E-05,204.9284
22.58033,51.75121,-2145.927,-3.082034E-05,205.1246
22.60033,51.7937,-2150.033,-3.084981E-05,205.3208
22.62033,51.83619,-2154.143,-3.087929E-05,205.517
22.64033,51.87868,-2158.257,-3.090876E-05,205.7132
22.66033,51.92117,-2162.375,-3.093824E-05,205.9093
22.68033,51.96365,-2166.497,-3.096771E-05,206.1055
22.70033,52.00614,-2170.623,-3.099719E-05,206.3017
22.72033,52.04863,-2174.752,-3.102666E-05,206.4979
22.74033,52.09112,-2178.886,-3.105614E-05,206.6941
22.76033,52.13361,-2183.024,-3.108561E-05,206.8903
22.78033,52.17609,-2187.165,-3.111509E-05,207.0865
22.80033,52.21858,-2191.311,-3.114456E-05,207.2827
22.82033,52.26107,-2195.46,-3.117404E-05,207.4789
22.84033,52.30356,-2199.614,-3.120351E-05,207.675
22.86033,52.34605,-2203.771,-3.123299E-05,207.8712
22.88033,52.38853,-2207.932,-3.126246E-05,208.0674
22.90033,52.43102,-2212.097,-3.129194E-05,208.2636
22.92033,52.47351,-2216.266,-3.132141E-05,208.4598
22.94033,52.516,-2220.439,-3.135089E-05,208.656
22.96033,52.55849,-2224.615,-3.138036E-05,208.8522
22.98034,52.60098,-2228.796,-3.140984E-05,209.0483
23.00034,52.64346,-2232.981,-3.143931E-05,209.2445
23.02034,52.68595,-2237.169,-3.146879E-05,209.4407
23.04034,52.72844,-2241.362,-3.149826E-05,209.6369
23.06034,52.77093,-2245.559,-3.152774E-05,209.8331
23.08034,52.81342,-2249.759,-3.155721E-05,210.0293
23.10034,52.8559,-2253.963,-3.158669E-05,210.2255
23.12034,52.89839,-2258.172,-3.161616E-05,210.4217
23.14034,52.94088,-2262.384,-3.164564E-05,210.6178
23.16034,52.98337,-2266.6,-3.167511E-05,210.814
23.18034,53.02586,-2270.82,-3.170459E-05,211.0102
23.20034,53.06834,-2275.044,-3.173406E-05,211.2064
23.22034,53.11083,-2279.271,-3.176353E-05,211.4026
23.24034,53.15332,-2283.503,-3.179301E-05,211.5988
23.26034,53.19581,-2287.739,-3.182248E-05,211.795
23.28034,53.2383,-2291.978,-3.185196E-05,211.9912
23.30034,53.28078,-2296.222,-3.188143E-05,212.1873
23.32034,53.32327,-2300.469,-3.191091E-05,212.3835
23.34034,53.36576,-2304.721,-3.194038E-05,212.5797
23.36034,53.40825,-2308.976,-3.196986E-05,212.7759
23.38034,53.45074,-2313.236,-3.199933E-05,212.9721
23.40034,53.49323,-2317.499,-3.202881E-05,213.1683
23.42035,53.53571,-2321.766,-3.205828E-05,213.3645
23.44035,53.5782,-2326.037,-3.208776E-05,213.5607
23.46035,53.62069,-2330.312,-3.211723E-05,213.7569
23.48035,53.66318,-2334.591,-3.214671E-05,213.953
23.50035,53.70567,-2338.873,-3.217618E-05,214.1492
